Business Name,Contact Person,Phone Number,Location,Google Rating,Review Count,Profile Claimed?,Google Maps URL,Website URL,Source
"Mico Dental Clinic (A multi speciality dental, implant , Invisalign ® provider ,RCT and wisdom tooth centre )",,+91 96066 92919,"No. 5, Narayana Layout, Vibgyor High School Rd",5.0,179,Unknown,"https://www.google.com/maps/place/Mico+Dental+Clinic+%28A+multi+speciality+dental,+implant+,+Invisalign+%C2%AE+provider+,RCT+and+wisdom+tooth+centre+%29/data=!4m7!3m6!1s0x3bae136eb1f25915:0x56d7ed4211c57d80!8m2!3d12.9539316!4d77.7175157!16s%2Fg%2F11y1xkt0cz!19sChIJFVnysW4TrjsRgH3FEULt11Y?authuser=0&hl=en&rclk=1",https://www.micodentalclinic.com/,Google Maps
Skyline Dental - Multispeciality And Aesthetic Centre,,+91 63630 94125,"1st Floor, 114/119, Nallurahalli Main Rd",4.9,207,Unknown,https://www.google.com/maps/place/Skyline+Dental+-+Multispeciality+And+Aesthetic+Centre/data=!4m7!3m6!1s0x3bae13de756a4a8d:0x8a6cbaea57111f3d!8m2!3d12.9697682!4d77.7341017!16s%2Fg%2F11ld3l44tm!19sChIJjUpqdd4TrjsRPR8RV-q6bIo?authuser=0&hl=en&rclk=1,https://skylinedentalclinics.com/,Google Maps
Dental Elements Clinic,,+91 95910 74680,"1st Floor, Bindu's Arcade, 80ft main road, opp. NVT LIFE SQUARE",5.0,231,Unknown,https://www.google.com/maps/place/Dental+Elements+Clinic/data=!4m7!3m6!1s0x3bae0f90de19c19d:0x752b256d4dbbfc5c!8m2!3d12.9750786!4d77.7650623!16s%2Fg%2F11ssrmlctf!19sChIJncEZ3pAPrjsRXPy7TW0lK3U?authuser=0&hl=en&rclk=1,https://dentalelements.co.in/,Google Maps
Octodent Dentistry: Best Dental Clinic in Whitefield | Dentist Whitefield | Advanced Dental,,+91 85508 66055,"no.135, 4th Floor, Channasandra Main Road, Entrance, next to Balaji AAVAAS, opposite to Maithri Layout",5.0,111,Unknown,https://www.google.com/maps/place/Octodent+Dentistry:+Best+Dental+Clinic+in+Whitefield+%7C+Dentist+Whitefield+%7C+Advanced+Dental/data=!4m7!3m6!1s0x3bae0feeb4c4a5fb:0x45b894470e84d813!8m2!3d12.9829018!4d77.7551035!16s%2Fg%2F11wqd2b1n1!19sChIJ-6XEtO4PrjsRE9iEDkeUuEU?authuser=0&hl=en&rclk=1,https://www.octodent.in/?utm_source=google_profile&utm_campaign=localo&utm_medium=mainlink,Google Maps
The Image Dental and Cosmetic Clinic | Hair Face and Dental specialist in Whitefield | Marathahalli,,+91 87924 56767,"1st Floor, SAS Complex, Nallurahalli Main Rd, beside Hanuman Temple",5.0,22,Unknown,https://www.google.com/maps/place/The+Image+Dental+and+Cosmetic+Clinic+%7C+Hair+Face+and+Dental+specialist+in+Whitefield+%7C+Marathahalli/data=!4m7!3m6!1s0x3bae139bfa0570c7:0x81703e13d393a3da!8m2!3d12.958596!4d77.7320728!16s%2Fg%2F11yrq6gw1_!19sChIJx3AF-psTrjsR2qOT0xM-cIE?authuser=0&hl=en&rclk=1,https://theimagehospital.com/,Google Maps
"Smilax Dental Clinic – Thubrahalli | Best Dentist for Implants, RCT & Teeth Cleaning in Bangalore",,+91 73537 24447,"Bus Stop, No 2, 2nd Floor, Varthur Main Rd, near Thubrahalli",4.8,292,Unknown,"https://www.google.com/maps/place/Smilax+Dental+Clinic+%E2%80%93+Thubrahalli+%7C+Best+Dentist+for+Implants,+RCT+%26+Teeth+Cleaning+in+Bangalore/data=!4m7!3m6!1s0x3bae124020d862d1:0x537bdbb57d4e39dc!8m2!3d12.9556637!4d77.7207164!16s%2Fg%2F11fy4f2sn1!19sChIJ0WLYIEASrjsR3DlOfbXbe1M?authuser=0&hl=en&rclk=1",http://www.drkiranssmilegroup.com/,Google Maps
Sunshine Dental,,+91 80 4215 2929,,4.8,73,Unknown,https://www.google.com/maps/place/Sunshine+Dental/data=!4m7!3m6!1s0x3bae0e0114324f8b:0x92587054e0d7beb5!8m2!3d12.9784997!4d77.7492451!16s%2Fg%2F11c1q8cqx1!19sChIJi08yFAEOrjsRtb7X4FRwWJI?authuser=0&hl=en&rclk=1,http://sunshinedental.co.in/,Google Maps
"NextGen Dental - TMJ Pain Management, Dental Implants and Kids Dentistry",,+91 63640 39528,"1st floor, NextGen Dental, 365, Whitefield Main Rd, opp. BrookeBond",5.0,30,Unknown,"https://www.google.com/maps/place/NextGen+Dental+-+TMJ+Pain+Management,+Dental+Implants+and+Kids+Dentistry/data=!4m7!3m6!1s0x3bae0dd191b38b11:0xa74927662255cb9!8m2!3d12.9635246!4d77.7485982!16s%2Fg%2F11yd9wh1_w!19sChIJEYuzkdENrjsRuVwlYnaSdAo?authuser=0&hl=en&rclk=1",https://www.nextgendental.in/,Google Maps
Smile Experts Dental and Facial Aesthetic Clinic,,+91 72043 21003,"269, Nallurahalli Main Rd",4.9,213,Unknown,https://www.google.com/maps/place/Smile+Experts+Dental+and+Facial+Aesthetic+Clinic/data=!4m7!3m6!1s0x3bae138cf1337ac7:0x6eff10865348dd38!8m2!3d12.9571637!4d77.7312555!16s%2Fg%2F11fw4qfhgn!19sChIJx3oz8YwTrjsRON1IU4YQ_24?authuser=0&hl=en&rclk=1,https://smileexpert.co.in/,Google Maps
WhiteTooth Dental Clinic,,+91 91480 61568,"Shop 2, No 261, Nallurahalli Main Rd, opposite NEELADRI DEO BLISS",4.9,64,Unknown,https://www.google.com/maps/place/WhiteTooth+Dental+Clinic/data=!4m7!3m6!1s0x3bae130618b03f1b:0xf5d3209839a18b9!8m2!3d12.9594478!4d77.7320079!16s%2Fg%2F11n3lck69n!19sChIJGz-wGAYTrjsRuRiagwkyXQ8?authuser=0&hl=en&rclk=1,https://whitetooth.in/,Google Maps
Dantshaala Paediatric and Family Dental Clinic,,+91 72044 10452,"Ground Floor, VB nilaya, Hagadur Main Rd",4.8,64,Unknown,https://www.google.com/maps/place/Dantshaala+Paediatric+and+Family+Dental+Clinic/data=!4m7!3m6!1s0x3bae0dc9d091bb7d:0x4f7cac6b65c342e4!8m2!3d12.9649818!4d77.7577786!16s%2Fg%2F11vx3hgbrf!19sChIJfbuR0MkNrjsR5ELDZWusfE8?authuser=0&hl=en&rclk=1,http://www.dantshaala.co.in/,Google Maps
"Happiest Pearls - Family Dental Care, Whitefield",,+91 87488 88874,"No.66/1, Ground floor , Shop No.13, Miraya Rose By UKN, Varthur Main Rd",5.0,8,Unknown,"https://www.google.com/maps/place/Happiest+Pearls+-+Family+Dental+Care,+Whitefield/data=!4m7!3m6!1s0x3bae1398c7748e95:0x2f5ccc6a7cc55475!8m2!3d12.9568492!4d77.7321556!16s%2Fg%2F11n5868sj5!19sChIJlY50x5gTrjsRdVTFfGrMXC8?authuser=0&hl=en&rclk=1",https://clinics.happiesthealth.com/clinics/happiest-pearls-whitefield,Google Maps
Aadya Dental & Aesthetics,,+91 63663 60115,"1st Floor, 66/2, Nallurahalli Main Rd, above Paper & Pie Cafe, next to HP Petrol Bunk",4.9,99,Unknown,https://www.google.com/maps/place/Aadya+Dental+%26+Aesthetics/data=!4m7!3m6!1s0x3bae13194da84361:0xda2450167617cd7e!8m2!3d12.9652263!4d77.7325724!16s%2Fg%2F11xny0z6dt!19sChIJYUOoTRkTrjsRfs0XdhZQJNo?authuser=0&hl=en&rclk=1,https://aadyadental.in/,Google Maps
"ELV Dental Clinic - Teeth Whitening & Cleaning | Braces | Implants | Invisalign | Root Canal Care in Whitefield, Bangalore",,+91 95352 64855,"1, Ground Floor, Springdale Layout Rd",4.8,39,Unknown,"https://www.google.com/maps/place/ELV+Dental+Clinic+-+Teeth+Whitening+%26+Cleaning+%7C+Braces+%7C+Implants+%7C+Invisalign+%7C+Root+Canal+Care+in+Whitefield,+Bangalore/data=!4m7!3m6!1s0x3bae0f45257f3813:0x9b3f6eb089bb8266!8m2!3d12.9762327!4d77.7584507!16s%2Fg%2F11t_sg9_06!19sChIJEzh_JUUPrjsRZoK7ibBuP5s?authuser=0&hl=en&rclk=1",https://elvhealthcare.com/,Google Maps
"Invisalign Provider - Whitefield, Bangalore",,+91 73385 49494,near D Mart_siddapura,5.0,62,Unknown,"https://www.google.com/maps/place/Invisalign+Provider+-+Whitefield,+Bangalore/data=!4m7!3m6!1s0x3bae13f75e1440f9:0xc7cb12b0e3d27e4b!8m2!3d12.9557422!4d77.7301022!16s%2Fg%2F11yb_07j7g!19sChIJ-UAUXvcTrjsRS37S47ASy8c?authuser=0&hl=en&rclk=1",https://invisiblealignersbangalore.com/,Google Maps
KidsDentist ® : Whitefield | Sedation dentistry for kids,,+91 74117 56644,"Second Floor, Prime Square, Whitefield Main Rd, above Simpli Namdhari's",4.9,334,Unknown,https://www.google.com/maps/place/KidsDentist+%C2%AE+:+Whitefield+%7C+Sedation+dentistry+for+kids/data=!4m7!3m6!1s0x3bae16bae09a4497:0x770df9da74906ea7!8m2!3d12.9727707!4d77.7505267!16s%2Fg%2F11f3r2dv9l!19sChIJl0Sa4LoWrjsRp26QdNr5DXc?authuser=0&hl=en&rclk=1,http://kidsdentist.in/,Google Maps
Impressions Dental Clinic,,+91 98441 31756,Whitefield Main Rd,4.6,33,Unknown,https://www.google.com/maps/place/Impressions+Dental+Clinic/data=!4m7!3m6!1s0x3bae0e06cb8ed53b:0xc41268c3161f4087!8m2!3d12.9785859!4d77.7511655!16s%2Fg%2F11b6y1rggj!19sChIJO9WOywYOrjsRh0AfFsNoEsQ?authuser=0&hl=en&rclk=1,https://www.impressionsdentalclinic.com/,Google Maps
SmileNest Dental Clinic,,+91 90364 27576,"2nd floor, Swathi Sapphire Commercial Complex, Borewell Rd, beside Union Bank",5.0,21,Unknown,https://www.google.com/maps/place/SmileNest+Dental+Clinic/data=!4m7!3m6!1s0x3bae13c4fdb8402b:0x79f8007a26d4774a!8m2!3d12.9694191!4d77.735928!16s%2Fg%2F11mf3zbmtq!19sChIJK0C4_cQTrjsRSnfUJnoA-Hk?authuser=0&hl=en&rclk=1,https://www.smilenestclinic.com/,Google Maps
Invisalign Braces Smile Centre Bangalore - Whitefield,,+91 96329 73966,Whitefield Main Rd,5.0,30,Unknown,https://www.google.com/maps/place/Invisalign+Braces+Smile+Centre+Bangalore+-+Whitefield/data=!4m7!3m6!1s0x3bae0f669703aff3:0x8be3c74f5b741006!8m2!3d12.9764073!4d77.7512738!16s%2Fg%2F11yq2l18mh!19sChIJ868Dl2YPrjsRBhB0W0_H44s?authuser=0&hl=en&rclk=1,https://invisalignalignersbangalore.com/,Google Maps
"Dreamlet Kids Dentistry, Whitefield Bengaluru",,+91 87920 16969,"Garden of Eden by UKn, B002/2, Whitefield Main Rd, behind Fab India",5.0,139,Unknown,"https://www.google.com/maps/place/Dreamlet+Kids+Dentistry,+Whitefield+Bengaluru/data=!4m7!3m6!1s0x3bae0f7b39386061:0x484760b2de9d7358!8m2!3d12.9803671!4d77.7507068!16s%2Fg%2F11lv51mzx5!19sChIJYWA4OXsPrjsRWHOd3rJgR0g?authuser=0&hl=en&rclk=1",https://dreamletkidsdentistry.com/,Google Maps
"Dr. Vivek Aithal - Best Orthodontist and Invisalign Provider in Whitefield, Bangalore",,+91 96329 73966,"2nd Floor, Whitefield Main Rd, opposite St Joseph's Convent School",5.0,80,Unknown,"https://www.google.com/maps/place/Dr.+Vivek+Aithal+-+Best+Orthodontist+and+Invisalign+Provider+in+Whitefield,+Bangalore/data=!4m7!3m6!1s0x3bae0fcbccc92983:0x2a33acd6b093dfa6!8m2!3d12.976376!4d77.7511632!16s%2Fg%2F11xvxdfbld!19sChIJgynJzMsPrjsRpt-TsNasMyo?authuser=0&hl=en&rclk=1",https://hkdentalclinic.com/dr-vivek-aithal/,Google Maps
Mouth Marvels Dental and Implant Centre,,+91 90351 14060,"No 183, Sri Sai Harsha towers, Whitefield Main Rd, opp. forum value mall",5.0,26,Unknown,https://www.google.com/maps/place/Mouth+Marvels+Dental+and+Implant+Centre/data=!4m7!3m6!1s0x3bae0d8f44fe7aa5:0x30a323ade637e5d0!8m2!3d12.9591733!4d77.7463842!16s%2Fg%2F11w3n1t6nt!19sChIJpXr-RI8NrjsR0OU35q0jozA?authuser=0&hl=en&rclk=1,https://mouthmarvelsdental.in/,Google Maps
Smile Kin Dental Care,,+91 99021 18598,"No.8, HAL Old Airport Rd",4.9,63,Unknown,https://www.google.com/maps/place/Smile+Kin+Dental+Care/data=!4m7!3m6!1s0x3bae133e30703d77:0xfd4faf2f3dbb7635!8m2!3d12.9557087!4d77.7295153!16s%2Fg%2F11h2pk73ns!19sChIJdz1wMD4TrjsRNXa7PS-vT_0?authuser=0&hl=en&rclk=1,https://www.smilekindentalcare.in/,Google Maps
Milk Tooth,,+91 72599 89709,"Second Floor, POLICE STATION, Whitefield Main Rd, beside whitefield, opposite ST. Joseph scroll",5.0,7,Unknown,https://www.google.com/maps/place/Milk+Tooth/data=!4m7!3m6!1s0x3bae0f7f41b1416d:0x4afd3a9f0b9a0df6!8m2!3d12.9761398!4d77.7510043!16s%2Fg%2F11yt7rzz1j!19sChIJbUGxQX8PrjsR9g2aC586_Uo?authuser=0&hl=en&rclk=1,https://milktooth.co.in/,Google Maps
"Dental works -Root Canal Specialist, Dental implants and Orthodontic Center Whitefield",,+91 78927 89126,"1st Floor, KLS COMPLEX, No 166, MAIN ROAD, opposite to GOVERNMENT POLYTECHNIC COLLEGE",4.7,148,Unknown,"https://www.google.com/maps/place/Dental+works+-Root+Canal+Specialist,+Dental+implants+and+Orthodontic+Center+Whitefield/data=!4m7!3m6!1s0x3bae0df937b24e3b:0xa873a38926b214d3!8m2!3d12.9797186!4d77.7574851!16s%2Fg%2F1tg6t45q!19sChIJO06yN_kNrjsR0xSyJomjc6g?authuser=0&hl=en&rclk=1",https://drsamuelsantoshdentistry.com/,Google Maps
Dantoon Dental Clinic & Orthodontic Center,,+91 92897 30451,"1st floor, Sai Mahal, Whitefield Main Rd",5.0,41,Unknown,https://www.google.com/maps/place/Dantoon+Dental+Clinic+%26+Orthodontic+Center/data=!4m7!3m6!1s0x3bae0fef3fe76447:0x411efcbb2fa91b05!8m2!3d12.9861474!4d77.7451013!16s%2Fg%2F11vwpqqzrc!19sChIJR2TnP-8PrjsRBRupL7v8HkE?authuser=0&hl=en&rclk=1,https://www.dantoondentalclinic.com/,Google Maps
Tooth Lounge A Multispeciality Dental Clinic,,+91 99961 84345,"10/1, 1st floor Saroj Group Studios,Varthur main road Thubarahalli,Whitefield, near HDFC bank",5.0,97,Unknown,https://www.google.com/maps/place/Tooth+Lounge+A+Multispeciality+Dental+Clinic/data=!4m7!3m6!1s0x3bae123e86655243:0x8add6a6087a8e53d!8m2!3d12.9557588!4d77.7193712!16s%2Fg%2F11cs1gyr3g!19sChIJQ1Jlhj4SrjsRPeWoh2Bq3Yo?authuser=0&hl=en&rclk=1,https://www.toothloungedentalclinic.com/,Google Maps
National Dental Care,,+91 92369 52369,"3rd Floor, Sy No. 220B, ITPL Main Rd, above Tulip Thai Spa, near Manipal Hospital 1",4.9,210,Unknown,https://www.google.com/maps/place/National+Dental+Care/data=!4m7!3m6!1s0x3bae1121c900f275:0x9838a1d327451857!8m2!3d12.9881983!4d77.7297618!16s%2Fg%2F11xp27kc79!19sChIJdfIAySERrjsRVxhFJ9OhOJg?authuser=0&hl=en&rclk=1,https://www.nationaldentalcare.in/,Google Maps
Max Smile Orthodontic & Multispeciality Dental Clinic,,+91 63642 29407,"Venkateswara Sawami, Thubarahalli Ext Road, Sai Baba Temple Rd",4.9,88,Unknown,https://www.google.com/maps/place/Max+Smile+Orthodontic+%26+Multispeciality+Dental+Clinic/data=!4m7!3m6!1s0x3bae13b5b44e4b8b:0xb48d5e4f03c57dde!8m2!3d12.9519286!4d77.721988!16s%2Fg%2F11kbxcg7zj!19sChIJi0tOtLUTrjsR3n3FA09ejbQ?authuser=0&hl=en&rclk=1,https://drnehasingh33263.getmy.clinic/?utm_source=gmb&utm_medium=web&utm_campaign=tu,Google Maps
Smile Needs Dental Group,,+91 80955 55653,"610 First Floor, above Adhitya Restaurant",4.7,158,Unknown,https://www.google.com/maps/place/Smile+Needs+Dental+Group/data=!4m7!3m6!1s0x3bae122382ee4d69:0xba086eb240c2fa78!8m2!3d12.9646568!4d77.7172126!16s%2Fg%2F11cj_k0p57!19sChIJaU3ugiMSrjsRePrCQLJuCLo?authuser=0&hl=en&rclk=1,https://www.smileneedsdental.in/,Google Maps
HealthLand Clinic - Child health care centre in Whitefield,,+91 93640 97115,"66/2, 2nd Main Rd, next to Kai Early Years Pre-school",4.8,557,Unknown,https://www.google.com/maps/place/HealthLand+Clinic+-+Child+health+care+centre+in+Whitefield/data=!4m7!3m6!1s0x3bae13c04420f4a9:0xc897ef9d3c0e45ca!8m2!3d12.9655197!4d77.7325061!16s%2Fg%2F11w4n487z9!19sChIJqfQgRMATrjsRykUOPJ3vl8g?authuser=0&hl=en&rclk=1,https://www.healthlandclinics.com/,Google Maps
Vi-Scan Diagnostics Whitefield (Dental - CBCT | OPG),,+91 96069 80274,"First Floor, whitemist, No, 242/1A, Borewell Rd",5.0,2,Unknown,https://www.google.com/maps/place/Vi-Scan+Diagnostics+Whitefield+%28Dental+-+CBCT+%7C+OPG%29/data=!4m7!3m6!1s0x3bae0d0a543fe70b:0x679d27e8639ddff7!8m2!3d12.9686049!4d77.7449618!16s%2Fg%2F11ygfjb718!19sChIJC-c_VAoNrjsR99-dY-gnnWc?authuser=0&hl=en&rclk=1,https://www.viscandiagnostics.com/,Google Maps
Tooth Buddy Dental Clinic,,+91 83105 67401,"First floor, above Raamex medical, opp. Government Polytechnic College Road",4.8,141,Unknown,https://www.google.com/maps/place/Tooth+Buddy+Dental+Clinic/data=!4m7!3m6!1s0x3bae13e9a9158bfd:0x199d428934d2d6b8!8m2!3d12.9805723!4d77.7576667!16s%2Fg%2F11lgkvgdwk!19sChIJ_YsVqekTrjsRuNbSNIlCnRk?authuser=0&hl=en&rclk=1,https://toothbuddy.dentostack.com/,Google Maps
PriDENT DENTAL CARE,,+91 96630 61808,"first floor, UKN Garden of Eden, B101",5.0,20,Unknown,https://www.google.com/maps/place/PriDENT+DENTAL+CARE/data=!4m7!3m6!1s0x3bae0f00098641dd:0x85d9e4a18fcc67a7!8m2!3d12.9804376!4d77.7507908!16s%2Fg%2F11xd2jh0vr!19sChIJ3UGGCQAPrjsRp2fMj6Hk2YU?authuser=0&hl=en&rclk=1,https://click4appointment.com/clinic-details/pridentdentalcare-4246,Google Maps
Konnect Diagnostics - Bangalore,,+91 87900 01902,2nd Cross Rd,4.7,1439,Unknown,https://www.google.com/maps/place/Konnect+Diagnostics+-+Bangalore/data=!4m7!3m6!1s0x3bae0dcfba89a2b9:0xc6da1266e568ef4d!8m2!3d12.9707053!4d77.7498128!16s%2Fg%2F11srzlrb4w!19sChIJuaKJus8NrjsRTe9o5WYS2sY?authuser=0&hl=en&rclk=1,http://konnectdiagnostics.com/,Google Maps
"SMAYA’s Kids & Teens Dentistry in Whitefield, Bangalore",,+91 72049 49080,"SMAYA’s Kids & Teens Dentistry, HAL Old Airport Rd, opp. Surabhi Furnishing And Furniture",5.0,7,Unknown,"https://www.google.com/maps/place/SMAYA%E2%80%99s+Kids+%26+Teens+Dentistry+in+Whitefield,+Bangalore/data=!4m7!3m6!1s0x3bae130d03d43959:0x615b28528ddabde3!8m2!3d12.9560253!4d77.7302418!16s%2Fg%2F11yk9rx3nl!19sChIJWTnUAw0TrjsR473ajVIoW2E?authuser=0&hl=en&rclk=1",https://smayaskidsdentistry.com/,Google Maps
Vydehi Institute of Dental Sciences and Research Centre,,+91 80 4906 9000,"82, Nallurahalli Main Rd, near BMTC 18th Depot",4.2,277,Unknown,https://www.google.com/maps/place/Vydehi+Institute+of+Dental+Sciences+and+Research+Centre/data=!4m7!3m6!1s0x3bae11f7afd8535d:0xf25d293ea378be7!8m2!3d12.9753127!4d77.7313669!16s%2Fg%2F11c5gcn995!19sChIJXVPYr_cRrjsR54s36pPSJQ8?authuser=0&hl=en&rclk=1,https://vids.ac.in/,Google Maps
Dr. Lokesh Babu KT | Best Dentist in varthur | Manipal Hospital Varthur,,+91 1800 102 4647,"No. 10P & 12P, Room No. 1, Manipal Hospital Survey, Whitefield Main Rd",5.0,1,No,https://www.google.com/maps/place/Dr.+Lokesh+Babu+KT+%7C+Best+Dentist+in+varthur+%7C+Manipal+Hospital+Varthur/data=!4m7!3m6!1s0x3bae0d19545c2a31:0x62cfba5c7ad6620c!8m2!3d12.9581623!4d77.7454139!16s%2Fg%2F11ld953j6k!19sChIJMSpcVBkNrjsRDGLWely6z2I?authuser=0&hl=en&rclk=1,https://www.manipalhospitals.com/varthurroad/hospitals/,Google Maps
ORAL D WHITEFIELD,,+91 80 4211 4509,"XQG2+GFR, SH 35",4.1,10,No,https://www.google.com/maps/place/ORAL+D+WHITEFIELD/data=!4m7!3m6!1s0x3bae0f330afe2e89:0xf7a2f52601e163e9!8m2!3d12.9763547!4d77.7511308!16s%2Fg%2F11vdq25q1p!19sChIJiS7-CjMPrjsR6WPhASb1ovc?authuser=0&hl=en&rclk=1,http://www.oraldimaging.com/,Google Maps
Root Care Dental Clinic,,+91 80568 42222,"70, 17th E Main Rd",4.9,559,Unknown,https://www.google.com/maps/place/Root+Care+Dental+Clinic/data=!4m7!3m6!1s0x3bae15e74c0160a5:0xd4d60544c6f8619c!8m2!3d12.936545!4d77.6228076!16s%2Fg%2F11h18bd04z!19sChIJpWABTOcVrjsRnGH4xkQF1tQ?authuser=0&hl=en&rclk=1,http://rootcaredental.com/,Google Maps
Beyond Smiles Dental Clinic,,+91 98867 24383,"#358, 1st floor, 1st Main Rd",4.9,594,Unknown,https://www.google.com/maps/place/Beyond+Smiles+Dental+Clinic/data=!4m7!3m6!1s0x3bae144e664821fb:0xf5657dd3e1fe34f8!8m2!3d12.9363363!4d77.6147012!16s%2Fg%2F11byyhf540!19sChIJ-yFIZk4UrjsR-DT-4dN9ZfU?authuser=0&hl=en&rclk=1,https://beyondsmiles.co.in/,Google Maps
Sabka dentist,,+91 97422 10044,"S/16, 1st floor, S/15, 80 Feet Rd, opposite to Sapna Book House & Vanheusen Shop, above Titan watch Store",4.5,1148,Unknown,https://www.google.com/maps/place/Sabka+dentist/data=!4m7!3m6!1s0x3bae1446b8b468fd:0xe413d12a6d4e533b!8m2!3d12.9361847!4d77.6163903!16s%2Fg%2F11bxc7jlxj!19sChIJ_Wi0uEYUrjsRO1NObSrRE-Q?authuser=0&hl=en&rclk=1,https://www.sabkadentist.com/dental-clinics-in-bangalore/koramangala/,Google Maps
"V Care Dental Speciality Clinic , Koramangala",,+91 80 4096 5600,"Rassi Nilayam, 104, 2nd Cross Road, 1st Main Rd",4.9,617,Unknown,"https://www.google.com/maps/place/V+Care+Dental+Speciality+Clinic+,+Koramangala/data=!4m7!3m6!1s0x3bae144e5b2ff449:0x60526c5fcf2a7790!8m2!3d12.9346147!4d77.6305547!16s%2Fg%2F11bxf55g_5!19sChIJSfQvW04UrjsRkHcqz19sUmA?authuser=0&hl=en&rclk=1",https://vcaredentist.com/,Google Maps
Dr. Sapna DENTAL CARE,,+91 99017 63361,"4, Ejipura Main Road, Opposite Government High School Diagonally Opposite to Sri Rama Temple Ejipura",5.0,1075,Unknown,https://www.google.com/maps/place/Dr.+Sapna+DENTAL+CARE/data=!4m7!3m6!1s0x3bae144041905d1f:0x70f61d1d85fc3405!8m2!3d12.9447552!4d77.6289214!16s%2Fg%2F12m9bs614!19sChIJH12QQUAUrjsRBTT8hR0d9nA?authuser=0&hl=en&rclk=1,https://sapnadentalcare.com/,Google Maps
JP Dental Clinic | Koramangala |,,+91 70222 47574,"636, Adugodi Main Rd, opposite to Pearl Clinic",4.9,366,Unknown,https://www.google.com/maps/place/JP+Dental+Clinic+%7C+Koramangala+%7C/data=!4m7!3m6!1s0x3bae14491e0b3849:0x9f6aa774c4152209!8m2!3d12.9417338!4d77.6165671!16s%2Fg%2F1hf1nw49y!19sChIJSTgLHkkUrjsRCSIVxHSnap8?authuser=0&hl=en&rclk=1,https://jpdental.co.in/,Google Maps
Smile Dental Clinic,,+91 98451 92325,"31, 1st Main Rd",4.9,385,No,https://www.google.com/maps/place/Smile+Dental+Clinic/data=!4m7!3m6!1s0x3bae1462365414f1:0xa19dc000ba09779f!8m2!3d12.9263713!4d77.6377006!16s%2Fg%2F1tl1lx3k!19sChIJ8RRUNmIUrjsRn3cJugDAnaE?authuser=0&hl=en&rclk=1,https://ddcsmiles.in/,Google Maps
Dr.Sathya's Speciality Dental Care & Implant Centre,,+91 99020 99233,"No. 402, 18th Main Rd, beside Devi Eye Hospital",4.6,171,Unknown,https://www.google.com/maps/place/Dr.Sathya%27s+Speciality+Dental+Care+%26+Implant+Centre/data=!4m7!3m6!1s0x3bae1446bcdabb83:0xde50bfa5aba22a2c!8m2!3d12.9410801!4d77.6237539!16s%2Fg%2F1tykstm0!19sChIJg7vavEYUrjsRLCqiq6W_UN4?authuser=0&hl=en&rclk=1,http://www.drsathyasdentalcare.com/,Google Maps
Ridgetop Dental International | Best dentist in Koramangala,,+91 78468 89900,"Second Block, 52, 100 Feet Rd, near Kendriya Sadan",4.8,801,Unknown,https://www.google.com/maps/place/Ridgetop+Dental+International+%7C+Best+dentist+in+Koramangala/data=!4m7!3m6!1s0x3bae145789abe5db:0x8a58a12d84637c67!8m2!3d12.9252482!4d77.619088!16s%2Fg%2F1hhvm3jwz!19sChIJ2-WriVcUrjsRZ3xjhC2hWIo?authuser=0&hl=en&rclk=1,http://www.ridgetopdental.in/,Google Maps
Dezy Dental Clinic - Koramangala - Implant & Aligner Experts,,+91 76187 92440,"1st floor ,No.474, 80 Feet Rd, above Ather showroom",4.9,226,Unknown,https://www.google.com/maps/place/Dezy+Dental+Clinic+-+Koramangala+-+Implant+%26+Aligner+Experts/data=!4m7!3m6!1s0x3bae15fddf6ded0f:0x568b53e8b9b13621!8m2!3d12.9402441!4d77.6249688!16s%2Fg%2F11x2x9nzsq!19sChIJD-1t3_0VrjsRITaxuehTi1Y?authuser=0&hl=en&rclk=1,https://www.dezy.com/clinics/bangalore/best-dental-clinic-bangalore-koramangala-6th-block,Google Maps
"Vibrant Smiles Dental Clinic | Best Dentist for Implants, Aligners, & Root Canal in Koramangala, Bangalore",,+91 63600 91572,"No 3, ATNT Building, 80 Feet Rd",4.9,70,Unknown,"https://www.google.com/maps/place/Vibrant+Smiles+Dental+Clinic+%7C+Best+Dentist+for+Implants,+Aligners,+%26+Root+Canal+in+Koramangala,+Bangalore/data=!4m7!3m6!1s0x3bae151f4efbd2e5:0x37524d7c2fedb4e7!8m2!3d12.9396289!4d77.625905!16s%2Fg%2F11w832b6tc!19sChIJ5dL7Th8VrjsR57TtL3xNUjc?authuser=0&hl=en&rclk=1",http://www.vibrantsmile.in/,Google Maps
Aadhya Dental Care,,+91 98861 20415,"#146, 1st floor",4.9,92,Unknown,https://www.google.com/maps/place/Aadhya+Dental+Care/data=!4m7!3m6!1s0x3bae144487a5485f:0x337ba502e5ceef2e!8m2!3d12.9369897!4d77.6198134!16s%2Fg%2F11b90m6f6j!19sChIJX0ilh0QUrjsRLu_O5QKlezM?authuser=0&hl=en&rclk=1,https://aadhyadentalcare.com/,Google Maps
